"Utility.ID","Plant.Code","Prime.Mover","Energy.Source.1","Technology","Nameplate.Capacity","Operating.Year.avg","Operating.Year.max","Operating.Year.min","Net.Generation..Megawatthours.","cap_fac"
58661,59009,"PV","SUN","Solar Photovoltaic",27,2015,2015,2015,59224,0.250397429392863
58661,59038,"PV","SUN","Solar Photovoltaic",3.5,2013,2013,2013,6199,0.20218525766471
58661,59039,"PV","SUN","Solar Photovoltaic",2,2013,2013,2013,3276,0.186986301369863
58661,59042,"PV","SUN","Solar Photovoltaic",2,2013,2013,2013,3277,0.187043378995434
58661,59050,"PV","SUN","Solar Photovoltaic",2,2013,2013,2013,3500,0.199771689497717
58661,59051,"PV","SUN","Solar Photovoltaic",2,2013,2013,2013,3647,0.208162100456621
58661,59052,"PV","SUN","Solar Photovoltaic",4,2013,2013,2013,6668,0.190296803652968
58661,59119,"PV","SUN","Solar Photovoltaic",2,2013,2013,2013,3563,0.203367579908676
58661,59120,"PV","SUN","Solar Photovoltaic",2,2013,2013,2013,3458,0.197374429223744
58661,59262,"PV","SUN","Solar Photovoltaic",5,2014,2014,2014,12934,0.295296803652968
58661,59269,"PV","SUN","Solar Photovoltaic",1.5,2014,2014,2014,3809,0.289878234398782
58661,59270,"PV","SUN","Solar Photovoltaic",1.5,2014,2014,2014,3674,0.279604261796043
58661,59271,"PV","SUN","Solar Photovoltaic",1.5,2014,2014,2014,3789,0.288356164383562
58661,59272,"PV","SUN","Solar Photovoltaic",1.5,2014,2014,2014,3785,0.288051750380518
58661,59273,"PV","SUN","Solar Photovoltaic",10,2015,2015,2015,27371,0.312454337899543
58661,59274,"PV","SUN","Solar Photovoltaic",5,2015,2015,2015,9499,0.216872146118721
58661,59275,"PV","SUN","Solar Photovoltaic",1.3,2015,2015,2015,2080,0.182648401826484
58661,59276,"PV","SUN","Solar Photovoltaic",9.5,2016,2016,2016,11375,0.136685892814227
58661,59316,"PV","SUN","Solar Photovoltaic",56,2016,2016,2016,3013,0.00614196020874103
58661,59317,"PV","SUN","Solar Photovoltaic",50,2016,2016,2016,9137,0.0208607305936073
58661,59431,"PV","SUN","Solar Photovoltaic",20,2015,2015,2015,44723,0.255268264840183
58661,59551,"PV","SUN","Solar Photovoltaic",4.3,2014,2014,2014,6400,0.169905490071148
58661,59552,"PV","SUN","Solar Photovoltaic",2,2014,2014,2014,3312,0.189041095890411
58661,59553,"PV","SUN","Solar Photovoltaic",2,2014,2014,2014,4013,0.229052511415525
58661,59554,"PV","SUN","Solar Photovoltaic",2,2014,2014,2014,3917,0.223573059360731
58661,59634,"PV","SUN","Solar Photovoltaic",45,2015,2015,2015,121501,0.308221714865551
58661,59730,"PV","SUN","Solar Photovoltaic",2,2016,2016,2016,6352,0.362557077625571
58661,59738,"PV","SUN","Solar Photovoltaic",5,2015,2015,2015,12260,0.279908675799087
58661,59740,"PV","SUN","Solar Photovoltaic",20,2016,2016,2016,21637,0.123498858447489
58661,59778,"PV","SUN","Solar Photovoltaic",47.7,2015,2015,2015,84057,0.201164527153155
58661,59839,"PV","SUN","Solar Photovoltaic",1.9,2015,2015,2015,3205,0.192561884162461
58661,59961,"PV","SUN","Solar Photovoltaic",20,2016,2016,2016,4135,0.023601598173516
58661,59962,"PV","SUN","Solar Photovoltaic",20,2016,2016,2016,969,0.00553082191780822
58661,59963,"PV","SUN","Solar Photovoltaic",20,2016,2016,2016,28606,0.163276255707763
58661,59964,"PV","SUN","Solar Photovoltaic",40,2016,2016,2016,9046,0.0258162100456621
58661,59965,"WT","WND","Onshore Wind Turbine",62.1,2016,2016,2016,104485,0.192069426981081
58661,60027,"PV","SUN","Solar Photovoltaic",20,2015,2015,2015,37763,0.215542237442922
58661,60185,"PV","SUN","Solar Photovoltaic",85,2016,2016,2016,3104,0.00416868117109858
58661,60186,"PV","SUN","Solar Photovoltaic",50,2016,2016,2016,6690,0.0152739726027397
58661,60187,"PV","SUN","Solar Photovoltaic",5,2016,2016,2016,1388,0.031689497716895
58661,60259,"WT","WND","Onshore Wind Turbine",80,2016,2016,2016,74999,0.107019121004566
58661,60278,"PV","SUN","Solar Photovoltaic",1.9,2016,2016,2016,2747,0.165044460466234
58661,60279,"PV","SUN","Solar Photovoltaic",20,2016,2016,2016,17070,0.0974315068493151
58661,60280,"PV","SUN","Solar Photovoltaic",20,2016,2016,2016,23385,0.13347602739726
58672,57135,"WT","WND","Onshore Wind Turbine",240,2011,2011,2011,522333,0.248446061643836
58672,57139,"WT","WND","Onshore Wind Turbine",62.5,2009,2009,2009,137512,0.251163470319635
58672,57833,"WT","WND","Onshore Wind Turbine",150,2012,2012,2012,314587,0.239411719939117
58672,57867,"WT","WND","Onshore Wind Turbine",59.5,2011.5,2012,2011,133297,0.255740378343118
58672,57991,"WT","WND","Onshore Wind Turbine",75,2012,2012,2012,198012,0.301388127853881
58672,57998,"WT","WND","Onshore Wind Turbine",139.4,2012,2012,2012,434577,0.355876948173188
58672,57999,"WT","WND","Onshore Wind Turbine",30,2012,2012,2012,97125,0.369577625570776
58674,58782,"PV","SUN","Solar Photovoltaic",5,2016,2016,2016,10007,0.228470319634703
58675,58783,"HY","WAT","Conventional Hydroelectric",4,2013,2013,2013,15317,0.43712899543379
58675,58784,"HY","WAT","Conventional Hydroelectric",3.5,2013,2013,2013,13360,0.435746901500326
58679,58791,"PV","SUN","Solar Photovoltaic",5,2016,2016,2016,8907,0.203356164383562
58681,58794,"PV","SUN","Solar Photovoltaic",1.9,2014,2014,2014,3402,0.204397981254506
58682,58793,"PV","SUN","Solar Photovoltaic",11.4,2013,2013,2013,14301,0.143204758471521
58682,59043,"PV","SUN","Solar Photovoltaic",2,2013,2013,2013,3170,0.180936073059361
58694,58801,"PV","SUN","Solar Photovoltaic",2,2014,2014,2014,3167,0.180764840182648
58694,58802,"PV","SUN","Solar Photovoltaic",2,2013,2013,2013,3137,0.179052511415525
58695,60330,"PV","SUN","Solar Photovoltaic",6,2016,2016,2016,947,0.018017503805175
58695,60331,"PV","SUN","Solar Photovoltaic",9,2016,2016,2016,645,0.00818112633181126
58695,60332,"PV","SUN","Solar Photovoltaic",10,2016,2016,2016,2233,0.0254908675799087
58695,60333,"PV","SUN","Solar Photovoltaic",4.5,2016,2016,2016,230,0.00583460172501268
58695,60334,"PV","SUN","Solar Photovoltaic",10,2016,2016,2016,666,0.0076027397260274
58695,60335,"PV","SUN","Solar Photovoltaic",10,2016,2016,2016,1159,0.0132305936073059
58696,58814,"PV","SUN","Solar Photovoltaic",3,2014,2014,2014,7692,0.292694063926941
58697,58815,"IC","NG","Natural Gas Internal Combustion Engine",1.8,2013,2013,2013,3745,0.237506341958397
58700,58823,"ST","WH","All Other",5,2005,2005,2005,6012,0.137260273972603
58701,58825,"IC","NG","Natural Gas Internal Combustion Engine",1.2,1992,1992,1992,0,0
58702,58826,"BA","MWH","Batteries",20,2013,2013,2013,-4427,-0.0252682648401826
58702,60811,"BA","MWH","Batteries",2,2013,2013,2013,-5046,-0.288013698630137
58703,58828,"PV","SUN","Solar Photovoltaic",5,2015,2015,2015,9511,0.217146118721461
58705,58832,"PV","SUN","Solar Photovoltaic",1,2014,2014,2014,2100,0.23972602739726
58710,58836,"WT","WND","Onshore Wind Turbine",51.8,2014,2014,2014,175427,0.386600641737628
58711,58842,"PV","SUN","Solar Photovoltaic",5,2012,2012,2012,9973,0.227694063926941
58712,58843,"PV","SUN","Solar Photovoltaic",5,2014,2014,2014,9267,0.211575342465753
58713,58844,"PV","SUN","Solar Photovoltaic",20,2014,2014,2014,41023,0.234149543378995
58714,58845,"PV","SUN","Solar Photovoltaic",5,2014,2014,2014,9667,0.220707762557078
58715,58846,"PV","SUN","Solar Photovoltaic",5,2013,2013,2013,9686,0.221141552511416
58716,58847,"PV","SUN","Solar Photovoltaic",5,2015,2015,2015,4394,0.100319634703196
58720,57442,"PV","SUN","Solar Photovoltaic",52,2012,2012,2012,117546,0.258047945205479
58720,58838,"WT","WND","Onshore Wind Turbine",110,2015,2015,2015,426122,0.442218762972188
58720,60132,"WT","WND","Onshore Wind Turbine",103,2016,2016,2016,19435,0.0215398767566609
58721,58839,"PV","SUN","Solar Photovoltaic",1.3,2013,2013,2013,2041,0.179223744292237
58724,58849,"PV","SUN","Solar Photovoltaic",2,2014,2014,2014,3825,0.218321917808219
58726,58851,"PV","SUN","Solar Photovoltaic",5,2014,2014,2014,9358,0.21365296803653
58728,58853,"PV","SUN","Solar Photovoltaic",5,2013,2013,2013,8287,0.189200913242009
58729,58854,"PV","SUN","Solar Photovoltaic",5,2013,2013,2013,9547,0.21796803652968
58730,58855,"PV","SUN","Solar Photovoltaic",5,2014,2014,2014,7819,0.17851598173516
58732,58856,"PV","SUN","Solar Photovoltaic",5,2013,2013,2013,9310,0.212557077625571
58734,58864,"PV","SUN","Solar Photovoltaic",5,2015,2015,2015,9906,0.226164383561644
58735,58863,"PV","SUN","Solar Photovoltaic",5,2013,2013,2013,9730,0.222146118721461
58736,58862,"PV","SUN","Solar Photovoltaic",5,2013,2013,2013,9740,0.222374429223744
58738,58861,"PV","SUN","Solar Photovoltaic",5,2014,2014,2014,9799,0.223721461187215
58740,58859,"PV","SUN","Solar Photovoltaic",5,2014,2014,2014,7715,0.176141552511416
58743,58866,"PV","SUN","Solar Photovoltaic",5,2013,2013,2013,7260,0.165753424657534
58744,58867,"PV","SUN","Solar Photovoltaic",5,2013,2013,2013,8171,0.186552511415525
58745,58868,"PV","SUN","Solar Photovoltaic",5,2013,2013,2013,9014,0.205799086757991
58748,58865,"IC","LFG","Landfill Gas",3.5,2014.5,2015,2014,26775,0.873287671232877
58749,58870,"ST","WH","All Other",15.4,2015,2015,2015,91721,0.679898298048983
58753,58881,"PV","SUN","Solar Photovoltaic",2.9,2013,2013,2013,4259,0.167650763659266
58754,58882,"PV","SUN","Solar Photovoltaic",7.5,2013,2013,2013,11099,0.168934550989346
58756,58873,"HY","WAT","Conventional Hydroelectric",6,2012,2012,2012,9564,0.181963470319635
58756,61207,"HY","WAT","Conventional Hydroelectric",6,1922,1922,1922,35376,0.673059360730594
58759,58889,"PV","SUN","Solar Photovoltaic",1,2009,2009,2009,1541,0.175913242009132
58759,58890,"PV","SUN","Solar Photovoltaic",1.2,2009,2009,2009,1629,0.154965753424658
58760,58887,"WT","WND","Onshore Wind Turbine",5,2007,2007,2007,12112,0.276529680365297
58764,58485,"PV","SUN","Solar Photovoltaic",1,2012,2012,2012,1452,0.165753424657534
58764,58892,"PV","SUN","Solar Photovoltaic",16,2013,2013,2013,31670,0.225956050228311
58764,58893,"PV","SUN","Solar Photovoltaic",2.4,2013,2013,2013,4881,0.232163242009132
58767,58897,"IC","NG","Natural Gas Internal Combustion Engine",16,1993,1993,1993,906,0.00646404109589041
58769,58896,"PV","SUN","Solar Photovoltaic",1,2013,2013,2013,1343,0.153310502283105
58770,58900,"WT","WND","Onshore Wind Turbine",299.7,2015,2015,2015,1115176,0.42476875658002
58771,58901,"HY","WAT","Conventional Hydroelectric",8,2014,2014,2014,23418,0.33416095890411
58772,55740,"WT","WND","Onshore Wind Turbine",50,2001,2001,2001,145855,0.333002283105023
58773,58902,"WT","WND","Onshore Wind Turbine",298,2016,2016,2016,919143,0.352097315436242
58775,58906,"PV","SUN","Solar Photovoltaic",2.5,2013,2013,2013,6169,0.281689497716895
58776,58907,"PV","SUN","Solar Photovoltaic",5,2013,2013,2013,11571,0.264178082191781
58784,58904,"WT","WND","Onshore Wind Turbine",40,2014,2014,2014,129173,0.368644406392694
58785,58908,"WT","WND","Onshore Wind Turbine",50.4,2014,2014,2014,144759,0.327876984126984
58786,58909,"PV","SUN","Solar Photovoltaic",2,2013,2013,2013,4857,0.27722602739726
58787,58911,"PV","SUN","Solar Photovoltaic",5,2013,2013,2013,11767,0.26865296803653
58790,58915,"PV","SUN","Solar Photovoltaic",255,2014.2,2015,2014,605854,0.271221237353389
58791,58918,"PV","SUN","Solar Photovoltaic",1.2,2014,2014,2014,2601,0.247431506849315
58791,58919,"PV","SUN","Solar Photovoltaic",1.3,2014,2014,2014,2712,0.238145416227608
58791,58920,"PV","SUN","Solar Photovoltaic",1.5,2014,2014,2014,3798,0.289041095890411
58793,58923,"IC","DFO","Petroleum Liquids",1,1988,1988,1988,0,0
58795,58927,"WT","WND","Onshore Wind Turbine",1.5,2010,2010,2010,5813,0.442389649923897
58797,58932,"WT","WND","Onshore Wind Turbine",1.5,2010,2010,2010,6280,0.4779299847793
58800,58935,"PV","SUN","Solar Photovoltaic",2,2013,2013,2013,3127,0.178481735159817
58801,58934,"PV","SUN","Solar Photovoltaic",2.9,2013,2013,2013,4580,0.180286569044245
58801,59241,"PV","SUN","Solar Photovoltaic",3,2013,2013,2013,5303,0.201788432267884
58801,59242,"PV","SUN","Solar Photovoltaic",2,2014,2014,2014,3522,0.201027397260274
58802,58936,"PV","SUN","Solar Photovoltaic",2.4,2014,2014,2014,3905,0.185740106544901
58803,58937,"PV","SUN","Solar Photovoltaic",2,2014,2014,2014,3437,0.196175799086758
58808,58942,"PV","SUN","Solar Photovoltaic",2.8,2014,2014,2014,4018,0.163812785388128
58809,58945,"IC","NG","Natural Gas Internal Combustion Engine",1.8,2011,2011,2011,9418,0.59728564180619
58811,58946,"IC","LFG","Landfill Gas",4.2,2011,2011,2011,26530,0.721080669710807
58812,58949,"PV","SUN","Solar Photovoltaic",1.5,2014,2014,2014,2245,0.170852359208524
58815,58951,"PV","SUN","Solar Photovoltaic",8.5,2016,2016,2016,2432,0.0326618318560301
58817,58953,"PV","SUN","Solar Photovoltaic",2.7,2014,2014,2014,3785,0.160028750211399
58821,58958,"WT","WND","Onshore Wind Turbine",1.5,2012,2012,2012,3083,0.234627092846271
58822,58959,"PV","SUN","Solar Photovoltaic",2.8,2014,2014,2014,4699,0.191576973255055
58822,59729,"PV","SUN","Solar Photovoltaic",2.8,2015,2015,2015,4422,0.180283757338552
58822,60704,"PV","SUN","Solar Photovoltaic",2.8,2015,2015,2015,4729,0.192800065231572
58822,60705,"PV","SUN","Solar Photovoltaic",2.8,2016,2016,2016,3239,0.132053163731246
58822,60706,"PV","SUN","Solar Photovoltaic",2.8,2016,2016,2016,1901,0.077503261578604
58822,60707,"PV","SUN","Solar Photovoltaic",2.8,2016,2016,2016,151,0.00615622961513372
58824,58960,"IC","OBG","Other Waste Biomass",4.4,2013,2013,2013,9501.26,0.246504254877543
58825,58964,"PV","SUN","Solar Photovoltaic",2,2014,2014,2014,3184,0.181735159817352
58828,58995,"WT","WND","Onshore Wind Turbine",1.6,2006,2006,2006,2961,0.211258561643836
58828,58996,"IC","DFO","Petroleum Liquids",4.1,1999,1999,1999,71,0.00197683483684152
58837,58974,"PV","SUN","Solar Photovoltaic",2,2014,2014,2014,2504,0.142922374429224
58839,58978,"IC","OBG","Other Waste Biomass",1.5,2014,2014,2014,130,0.00989345509893455
58841,58981,"WT","WND","Onshore Wind Turbine",73.1,2014,2014,2014,333041,0.520087263959423
58844,58992,"WT","WND","Onshore Wind Turbine",3.4,2013,2013,2013,2208,0.0741337630942788
58845,58993,"IC","LFG","Landfill Gas",3.3,2008,2008,2008,8176,0.282828282828283
58860,59011,"IC","LFG","Landfill Gas",1.6,2011,2011,2011,10013,0.714397831050228
58862,59012,"GT","OBG","Other Waste Biomass",14.1,2015,2015,2015,52771.377,0.427243247838337
58863,57765,"PV","SUN","Solar Photovoltaic",4.7,2011.8,2015,2011,9854,0.239337413776353
58863,58292,"PV","SUN","Solar Photovoltaic",1.1,2012,2012,2012,2227,0.231112494811125
58863,58293,"PV","SUN","Solar Photovoltaic",1.3,2013,2013,2013,2607,0.228925184404636
58863,59013,"PV","SUN","Solar Photovoltaic",2.5,2013,2013,2013,4000,0.182648401826484
58863,59014,"PV","SUN","Solar Photovoltaic",4.9,2013,2013,2013,8008,0.186562296151337
58863,59015,"PV","SUN","Solar Photovoltaic",2,2013,2013,2013,3223,0.183961187214612
58864,59018,"PV","SUN","Solar Photovoltaic",2,2013,2013,2013,3306,0.188698630136986
58864,59019,"PV","SUN","Solar Photovoltaic",2,2013,2013,2013,3336,0.19041095890411
58865,59021,"WT","WND","Onshore Wind Turbine",98,2015,2015,2015,324822,0.378368744758177
58866,59023,"WT","WND","Onshore Wind Turbine",2,2012,2012,2012,3841,0.219235159817352
58867,59022,"WT","WND","Onshore Wind Turbine",2,2012,2012,2012,2454,0.140068493150685
58869,59024,"WT","WND","Onshore Wind Turbine",1,2012,2012,2012,752,0.0858447488584475
58870,59026,"IC","OBG","Other Waste Biomass",2.2,2009,2009,2009,4226,0.219281859692819
58870,59026,"PV","SUN","Solar Photovoltaic",0.8,2012,2012,2012,1349,0.192494292237443
58871,59028,"PV","SUN","Solar Photovoltaic",1.5,2012,2012,2012,2183,0.166133942161339
58871,59029,"PV","SUN","Solar Photovoltaic",2,2013,2013,2013,3424,0.195433789954338
58871,59030,"PV","SUN","Solar Photovoltaic",3,2013,2013,2013,5280,0.200913242009132
58871,59031,"PV","SUN","Solar Photovoltaic",1.5,2013,2013,2013,2390,0.181887366818874
58871,59032,"PV","SUN","Solar Photovoltaic",2.5,2013,2013,2013,3962,0.180913242009132
58871,59033,"PV","SUN","Solar Photovoltaic",1.5,2013,2013,2013,2130,0.162100456621005
58871,59624,"PV","SUN","Solar Photovoltaic",1.5,2015,2015,2015,2544,0.193607305936073
58871,59625,"PV","SUN","Solar Photovoltaic",2,2015,2015,2015,3367,0.192180365296804
58871,59626,"PV","SUN","Solar Photovoltaic",1.6,2015,2015,2015,2798,0.19962899543379
58871,59927,"PV","SUN","Solar Photovoltaic",4.5,2016,2016,2016,0,0
58871,60741,"PV","SUN","Solar Photovoltaic",19.7,2016,2016,2016,5788,0.03353962404098
58872,59034,"WT","WND","Onshore Wind Turbine",204,2015,2015,2015,684703,0.383149230011639
58873,59035,"IC","DFO","Petroleum Liquids",1,2014,2014,2014,12,0.00136986301369863
58873,59035,"ST","AB","Other Waste Biomass",9.3,2016,2016,2016,51296,0.629645995973879
58877,59040,"HY","WAT","Conventional Hydroelectric",2.4,2016,2016,2016,826,0.0392884322678843
58879,59046,"PV","SUN","Solar Photovoltaic",2.5,2014,2014,2014,4200,0.191780821917808
58883,59049,"PV","SUN","Solar Photovoltaic",2.2,2014,2014,2014,3748,0.19447903694479
58888,59060,"PV","SUN","Solar Photovoltaic",1.5,2012,2012,2012,1805,0.137366818873668
58889,59073,"GT","NG","Natural Gas Fired Combustion Turbine",91.6,1993.5,2009,1978,172049,0.214413720563897
58891,59070,"WT","WND","Onshore Wind Turbine",14.3,2016,2016,2016,26485,0.211426701152729
58892,59072,"IC","OBG","Other Waste Biomass",1,2013,2013,2013,4490,0.512557077625571
58893,59074,"IC","DFO","Petroleum Liquids",65.1,2012.51724137931,2015,2011,186.2,0.000326508567781215
58894,59075,"PV","SUN","Solar Photovoltaic",1,2014,2014,2014,1580,0.180365296803653
58894,59077,"PV","SUN","Solar Photovoltaic",1.5,2014,2014,2014,2498,0.190106544901065
58894,59078,"PV","SUN","Solar Photovoltaic",4,2014,2014,2014,5840,0.166666666666667
58894,59079,"PV","SUN","Solar Photovoltaic",1,2014,2014,2014,1661,0.189611872146119
58894,59080,"PV","SUN","Solar Photovoltaic",1,2014,2014,2014,1603,0.182990867579909
58894,59081,"PV","SUN","Solar Photovoltaic",4,2014,2014,2014,5187,0.148030821917808
58894,59082,"PV","SUN","Solar Photovoltaic",5,2014,2014,2014,7625,0.174086757990868
58894,59573,"PV","SUN","Solar Photovoltaic",1.1,2014,2014,2014,1623,0.168430884184309
58896,50179,"HY","WAT","Conventional Hydroelectric",5,1986,1986,1986,23912,0.545936073059361
58905,56456,"ST","SUB","Conventional Steam Coal",720,2010,2010,2010,4596001.6,0.728691273465246
58906,59100,"PV","SUN","Solar Photovoltaic",4.9,2014,2014,2014,9035,0.210488304911006
58908,59102,"PV","SUN","Solar Photovoltaic",5,2014,2014,2014,9860,0.225114155251142
58911,59105,"PV","SUN","Solar Photovoltaic",4.9,2014,2014,2014,9273,0.216032988537881
58912,59107,"PV","SUN","Solar Photovoltaic",5,2014,2014,2014,10477,0.239200913242009
58915,59109,"PV","SUN","Solar Photovoltaic",5,2014,2014,2014,8800,0.200913242009132
58916,59110,"PV","SUN","Solar Photovoltaic",4.9,2014,2014,2014,8900,0.207343211257106
58917,59111,"PV","SUN","Solar Photovoltaic",5,2015,2015,2015,9350,0.213470319634703
58919,59113,"PV","SUN","Solar Photovoltaic",5,2015,2015,2015,9600,0.219178082191781
58920,59114,"PV","SUN","Solar Photovoltaic",2,2015,2015,2015,4310,0.246004566210046
58921,59127,"PV","SUN","Solar Photovoltaic",5,2013,2013,2013,9248,0.211141552511416
58922,59126,"PV","SUN","Solar Photovoltaic",5,2014,2014,2014,9774,0.223150684931507
58923,59125,"PV","SUN","Solar Photovoltaic",2,2014,2014,2014,3908,0.223059360730594
58924,59124,"PV","SUN","Solar Photovoltaic",3,2014,2014,2014,5610,0.213470319634703
58925,59123,"PV","SUN","Solar Photovoltaic",3,2014,2014,2014,6377,0.24265601217656
58926,59115,"PV","SUN","Solar Photovoltaic",1.9,2014,2014,2014,4158,0.249819754866619
58927,59106,"PV","SUN","Solar Photovoltaic",2,2014,2014,2014,3756,0.214383561643836
58929,59116,"IC","LFG","Landfill Gas",3.2,2013,2013,2013,13906,0.496075913242009
58939,59118,"WT","WND","Onshore Wind Turbine",165,2015,2015,2015,498952,0.345199944651999
58944,59122,"PV","SUN","Solar Photovoltaic",1.5,2014,2014,2014,3604,0.27427701674277
58945,54424,"CA","NG","Natural Gas Fired Combined Cycle",26.5,1993,1993,1993,34244,0.147514430946842
58945,54424,"CT","NG","Natural Gas Fired Combined Cycle",114.8,1993,1993,1993,136934,0.136164940416527
58945,54424,"IC","DFO","Petroleum Liquids",2.4,1993,1993,1993,0,0
58948,59142,"IC","LFG","Landfill Gas",1.6,2013,2013,2013,13056,0.931506849315068
58949,59144,"PV","SUN","Solar Photovoltaic",1.8,2012,2012,2012,3560,0.225773718924404
58960,59143,"IC","LFG","Landfill Gas",3.2,2011,2011,2011,23786,0.848530251141553
58961,59146,"PV","SUN","Solar Photovoltaic",3.9,2014,2014,2014,5208,0.152441166139796
58962,59147,"WT","WND","Onshore Wind Turbine",30,2015,2015,2015,91215,0.34708904109589
58968,59150,"PV","SUN","Solar Photovoltaic",100,2016,2016,2016,211657,0.241617579908676
58969,59151,"IC","OBG","Other Waste Biomass",3.2,2013,2013,2013,16880.5,0.60218678652968
58970,59152,"PV","SUN","Solar Photovoltaic",5,2015,2015,2015,8742.69,0.199604794520548
58970,59156,"PV","SUN","Solar Photovoltaic",5,2014,2014,2014,9944.55,0.227044520547945
58970,59157,"PV","SUN","Solar Photovoltaic",5,2014,2014,2014,10121.76,0.231090410958904
58970,59158,"PV","SUN","Solar Photovoltaic",5,2014,2014,2014,8829.81,0.201593835616438
58970,59999,"PV","SUN","Solar Photovoltaic",3,2015,2015,2015,5034.15,0.191558219178082
58971,2480,"IC","DFO","Petroleum Liquids",5.4,1967,1967,1967,0,0
58971,2480,"ST","NG","Natural Gas Steam Turbine",532,1957.75,1967,1951,22157.463,0.00475449389741477
58975,59170,"PV","SUN","Solar Photovoltaic",5,2014,2014,2014,9380,0.214155251141553
58976,59167,"PV","SUN","Solar Photovoltaic",1.5,2014,2014,2014,3580,0.272450532724505
58976,59169,"PV","SUN","Solar Photovoltaic",1.5,2014,2014,2014,3580,0.272450532724505
58977,59166,"PV","SUN","Solar Photovoltaic",1.2,2011,2011,2011,1958,0.186263318112633
58979,59171,"PV","SUN","Solar Photovoltaic",5,2014,2014,2014,10015,0.22865296803653
58980,59174,"PV","SUN","Solar Photovoltaic",5,2014,2014,2014,10068,0.22986301369863
58981,59173,"PV","SUN","Solar Photovoltaic",5,2015,2015,2015,6366,0.145342465753425
58982,59175,"PV","SUN","Solar Photovoltaic",5,2016,2016,2016,6058,0.138310502283105
58983,59176,"PV","SUN","Solar Photovoltaic",5,2014,2014,2014,10171,0.232214611872146
58984,59177,"PV","SUN","Solar Photovoltaic",5,2016,2016,2016,7868,0.179634703196347
58985,59172,"PV","SUN","Solar Photovoltaic",3.8,2015,2015,2015,6373,0.191450372506609
58985,59180,"PV","SUN","Solar Photovoltaic",1.5,2015,2015,2015,2360,0.179604261796043
58986,59181,"GT","OBG","Other Waste Biomass",1,2013,2013,2013,4058,0.46324200913242
58992,57344,"IC","OBG","Other Waste Biomass",2.4,2008,2008,2008,10884,0.517694063926941
58993,59189,"PV","SUN","Solar Photovoltaic",2,2014,2014,2014,3915,0.223458904109589
58995,59190,"PV","SUN","Solar Photovoltaic",2,2014,2014,2014,3955,0.22574200913242
58996,59191,"PV","SUN","Solar Photovoltaic",5,2014,2014,2014,9350,0.213470319634703
58997,59192,"PV","SUN","Solar Photovoltaic",5,2014,2014,2014,9445,0.215639269406393
590,57027,"GT","NG","Natural Gas Fired Combustion Turbine",200,2011,2011,2011,123094,0.0702591324200913
590,7693,"GT","NG","Natural Gas Fired Combustion Turbine",49.2,1991,1991,1991,123093,0.285603909121283
59004,59219,"PV","SUN","Solar Photovoltaic",3,2014,2014,2014,5936,0.225875190258752
5901,10026,"IC","OBG","Other Waste Biomass",3.2,2008.5,2009,2008,11797.033,0.420841645262557
59022,59228,"WT","WND","Onshore Wind Turbine",3,2016,2016,2016,0,0
59027,59232,"WT","WND","Onshore Wind Turbine",3,2016,2016,2016,245,0.00932267884322679
59039,59234,"WT","WND","Onshore Wind Turbine",100,2015,2015,2015,405655,0.463076484018265
59040,59235,"WT","WND","Onshore Wind Turbine",19.8,2015,2015,2015,59197,0.34129537382962
59041,59237,"PV","SUN","Solar Photovoltaic",20,2014,2014,2014,44965,0.256649543378995
59042,59236,"WT","WND","Onshore Wind Turbine",99,2015,2015,2015,321253,0.370431483787648
59045,59239,"PV","SUN","Solar Photovoltaic",1,2013,2013,2013,1495,0.170662100456621
59050,57284,"WT","WND","Onshore Wind Turbine",200,2012,2012,2012,636089,0.363064497716895
59050,57285,"WT","WND","Onshore Wind Turbine",50,2012,2012,2012,155711,0.355504566210046
59050,57964,"WT","WND","Onshore Wind Turbine",109.5,2012,2012,2012,323948,0.337720231021038
59050,57981,"WT","WND","Onshore Wind Turbine",150,2012,2012,2012,504431,0.383889649923897
59050,58657,"WT","WND","Onshore Wind Turbine",200,2016,2016,2016,297604,0.169865296803653
59050,59412,"PV","SUN","Solar Photovoltaic",20,2015,2015,2015,45907,0.262026255707763
5906,55741,"WT","WND","Onshore Wind Turbine",29.7,2001,2001,2001,79739,0.306485709453746
5906,56646,"WT","WND","Onshore Wind Turbine",2,1999,1999,1999,5182,0.295776255707763
59069,10122,"GT","NG","Natural Gas Fired Combustion Turbine",5,2002,2002,2002,24725.701,0.564513721461187
59076,59198,"PV","SUN","Solar Photovoltaic",1.6,2014,2014,2014,3791.7,0.27052654109589
59078,59199,"PV","SUN","Solar Photovoltaic",1.6,2014,2014,2014,3330.36,0.237611301369863
59089,59265,"PV","SUN","Solar Photovoltaic",1.5,2014,2014,2014,3625,0.275875190258752
59090,59267,"PV","SUN","Solar Photovoltaic",1.5,2014,2014,2014,3594,0.27351598173516
59091,59268,"PV","SUN","Solar Photovoltaic",1.5,2014,2014,2014,3797,0.28896499238965
59093,59260,"IC","OBG","Other Waste Biomass",0.9,2013,2013,2013,4682,0.593860984271943
59097,59295,"WT","WND","Onshore Wind Turbine",1.5,2012,2012,2012,2655,0.202054794520548
59100,56877,"PV","SUN","Solar Photovoltaic",1.5,2009,2009,2009,1456,0.110806697108067
59100,59297,"PV","SUN","Solar Photovoltaic",1.5,2009,2009,2009,2121,0.161415525114155
59102,56650,"WT","WND","Onshore Wind Turbine",51,2009,2009,2009,212640,0.475960247112544
